	Topic_Num	Topic_Perc_Contrib	Keywords	Text
                        on a headline to go to the story...</i></font>
                        <table cellPadding=""0"" width=""95%"" border=""0"">
                          <font size=""2"">
                          <tbody>
                          </font>
                          <tr>
                            <td width=""100%"" bgColor=""#c0c0c0"" height=""20""><font color=""#000080"" size=""2""><b>&nbsp;TOP
                              STORIES</b></font></td>
                          </tr>
                          <tr>
                            <td width=""100%"">
                              <span style=""text-transform:uppercase"" class=""MsoHyperlink""><font size=""2"" color=""#00009D""><b><a href=""http://199.97.97.163/IMDS%PMANAT0%read%/home/content/users/imds/feeds/writersdesk/2001/06/04/eng-powerm-000001/eng-powerm-000001_165756_17_4484201683663"">Bonneville
                              Power Administration: Vulnerable to Western Power
                              Crisis, But Protected by Federal Status</a></b></font></span>
                              <h2><span style=""font-weight: normal; mso-bidi-font-size: 18.0pt""><font size=""2"">Two
                              mainstays of the Northwest's economy-public
                              power and the aluminum industry-are waging a war
                              of words over the Bonneville Power
                              Administration's attempts to set rates for the
                              electricity it sells. Both sides have hired public
                              relations companies in their attempts to sway
                              public opinion before the federal power marketing
                              agency sets new electricity rates effective Oct.
                              1. </font></span><font size=""3""><span style=""FONT-WEIGHT: normal; FONT-SIZE: 10pt; mso-bidi-font-size: 18.0pt""><o:p>
                              </o:p>
                              </span></font></h2>
                              <p><span style=""font-family: Arial; text-transform: uppercase""><font size=""2"" color=""#00009D""><b><span style=""font-family: Arial; mso-fareast-font-family: Times New Roman; text-transform: uppercase; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><a href=""http://news.powermarketers.com/news/articles/ElectricPower/06_03_2001.reutr-story-N01554917.html"">New
                              Democratic Senate To Clash With Bush On Energy</a></span><a href=""http://news.powermarketers.com/news/articles/ElectricPower/06_03_2001.reutr-story-N01554917.html"">
                              </a></b><o:p>
                              </font><font color=""#000080""><span style=""font-size:10.0pt;font-family:Arial;text-transform:
uppercase"">
                              </o:p>
                              </span></font></span></p>
                              <p><span style=""mso-bidi-font-size: 12.0pt; font-family: Arial""><font size=""2"">Energy
                              will be near the top of the agenda of the new
                              Democratic-controlled Senate, which is set to
                              clash with the Bush administration on electricity
                              price caps for California, drilling in a pristine
                              Alaskan refuge and soaring gasoline prices.</font></span><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial; mso-bidi-font-size: 12.0pt""><span style=""mso-bidi-font-size: 10.0pt""><font size=""3""><o:p>
                              </o:p>
                              </font></span></o:p>
                              </span></p>
                              <p><span style=""font-family: Palatino; mso-fareast-font-family: Times New Roman; mso-bidi-font-family: Times New Roman; text-transform: uppercase; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><font size=""2"" color=""#00009D""><b><a href=""http://199.97.97.163/IMDS%PMANAT0%read%/home/content/users/imds/feeds/moneynet/2001/06/04/eng-moneynet/eng-moneynet_163318_43_9786144997925"">Bush
                              Set to Meet Davis to Tackle Energy Issue</a></b></font></span></p>
                              <h2><span style=""font-weight: normal; mso-bidi-font-size: 18.0pt""><font size=""2"">President
                              Bush goes head-to-head with California Gov. Gray
                              Davis Tuesday for talks on solving the state's
                              energy crisis, with Bush to refuse demands for
                              controls on wholesale electricity prices. </font></span><font size=""3""><span style=""FONT-WEIGHT: normal; FONT-SIZE: 10pt; mso-bidi-font-size: 18.0pt""><o:p>
                              </o:p>
                              </span></font></h2>
                              <p><span style=""font-family: Arial; mso-fareast-font-family: Times New Roman; text-transform: uppercase; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><font size=""2"" color=""#00009D""><b><a href=""http://199.97.97.163/IMDS%PMANAT0%read%/home/content/users/imds/feeds/comtex/2001/06/04/pr/0000-1030-pa-citizen-power-ferc"">Citizen
                              Power Appeals FERC Decision to Ignore Its
                              Authority Under The Federal Power Act</a></b></font></span></p>
                              <p><font size=""2"">Citizen Power, utility watchdog
                              organization, jointly with the American Public
                              Power Association, has filed an appeal with the
                              United States Court of Appeals for the District of
                              Columbia of a Federal Energy Regulatory Commission
                              (FERC) order disclaiming jurisdiction when
                              generating plant ownership is transferred from one
                              utility to another.<o:p>
                              </o:p>
                              </font><span style=""FONT-SIZE: 10pt; FONT-FAMILY: Arial; mso-bidi-font-size: 12.0pt""></o:p>
                              </span></p>
                              <p><strong><font color=""#00009D"" size=""2""><span style=""mso-bidi-font-size: 10.0pt; font-family: Palatino; mso-fareast-font-family: Times New Roman; mso-bidi-font-family: Times New Roman; text-transform: uppercase; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><a href=""http://199.97.97.79/IMDS%PMADJN0%read%/home/content/users/imds/feeds/djn/2001/06/04/eng-djn/eng-djn_190107_119_877296125051"">SoCal
                              Edison Bonds Slip Ahead of Key June 8 MOU Hurdle</a></span></font></strong></p>
                              <h2><span style=""font-weight: normal""><font size=""2"">Southern
                              California Edison bonds were trading slightly
                              lower Monday ahead of a key milestone for
                              implementing an agreement between the insolvent
                              utility and the State of California. <span style=""mso-spacerun: yes; font-weight: normal"">&nbsp;</span>June
                              8 marks the 60-day deadline set out in a
                              memorandum of understanding (MOU) between Southern
                              California Edison and the state for a number of
                              regulatory changes to be enacted by the California
                              Public Utility Commission.</font></span><font size=""3""><span style=""FONT-WEIGHT: normal; FONT-SIZE: 10pt; mso-bidi-font-size: 18.0pt""><o:p>
                              </o:p>
                              </span></font></h2>
                              <p><b><span style=""font-size:11.0pt;mso-bidi-font-size:
10.0pt;font-family:Palatino;mso-fareast-font-family:&quot;Times New Roman&quot;;
mso-bidi-font-family:&quot;Times New Roman&quot;;text-transform:uppercase;mso-ansi-language:
EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA""><font size=""2"" color=""#00009D""><a href=""http://199.97.97.163/IMDS%PMAINTL0%read%/home/content/users/imds/feeds/comtex/2001/06/04/ao/0000-2733-brazil-energy"">Energy
                              Rationing Starts in Brazil</a></font></span></b></p>
                              <p><font size=""2"">Hoping to save the power system
                              from collapse, the [Brazilian] government was set
                              Monday to order consumers to lower their
                              consumption by 20 percent compared with last year
                              or face hefty surcharges on their electricity
                              bills and power cuts of up to six days. <span style=""mso-spacerun: yes"">&nbsp;</span>The
                              rationing is expected to last until at least
                              October. <span style=""mso-spacerun: yes"">&nbsp;</span>Industry
                              had to lower its power use by 15 percent to 25
                              percent beginning Friday.</font><span style=""color:blue"" class=""MsoHyperlink""></o:p>
